,Unnamed: 0,label
311,311,18
312,312,14
313,313,16
314,314,19
315,315,16
316,316,16
317,317,15
318,318,16
319,319,14
320,320,0
321,321,14
322,322,15
323,323,18
324,324,18
325,325,14
326,326,16
327,327,14
328,328,0
329,329,16
330,330,0
331,331,17
332,332,15
333,333,18
334,334,16
335,335,58
336,336,58
337,337,19
338,338,15
339,339,16
340,340,14
341,341,0
342,342,58
343,343,14
344,344,58
345,345,15
346,346,17
347,347,16
348,348,18
349,349,16
350,350,16
351,351,18
352,352,19
353,353,17
354,354,16
355,355,15
356,356,0
357,357,16
358,358,14
359,359,15
360,360,14
361,361,58
362,362,18
363,363,0
364,364,14
365,365,14
366,366,19
367,367,15
368,368,16
369,369,16
370,370,16
371,371,0
372,372,14
373,373,14
374,374,14
375,375,14
376,376,17
377,377,16
378,378,16
379,379,15
380,380,19
381,381,17
382,382,14
383,383,0
384,384,0
385,385,0
386,386,14
387,387,16
388,388,0
389,389,16
390,390,0
391,391,0
392,392,0
393,393,58
394,394,0
395,395,17
396,396,16
397,397,16
398,398,15
399,399,17
400,400,16
401,401,19
402,402,19
403,403,17
404,404,19
405,405,16
406,406,16
407,407,19
408,408,16
409,409,0
410,410,16
411,411,15
412,412,0
413,413,19
414,414,16
415,415,0
416,416,14
417,417,14
418,418,16
419,419,16
420,420,14
421,421,17
422,422,0
423,423,0
424,424,0
425,425,0
426,426,58
427,427,16
428,428,14
429,429,0
430,430,15
431,431,0
432,432,14
433,433,14
434,434,15
435,435,15
436,436,19
437,437,15
438,438,14
439,439,18
440,440,16
441,441,58
442,442,17
443,443,15
444,444,14
445,445,15
446,446,17
447,447,0
448,448,0
449,449,0
450,450,15
451,451,16
452,452,58
453,453,58
454,454,15
455,455,17
456,456,19
457,457,14
458,458,0
459,459,16
460,460,15
461,461,16
462,462,16
463,463,14
464,464,16
465,465,19
466,466,16
467,467,16
468,468,0
469,469,16
470,470,18
471,471,0
472,472,19
473,473,14
474,474,17
475,475,15
476,476,14
477,477,16
478,478,0
479,479,14
480,480,19
481,481,16
482,482,16
483,483,0
484,484,19
485,485,17
486,486,17
487,487,18
488,488,17
489,489,17
490,490,0
491,491,14
492,492,18
493,493,16
494,494,19
495,495,17
496,496,14
497,497,15
498,498,0
499,499,58
500,500,14
501,501,16
502,502,16
503,503,15
504,504,17
505,505,16
506,506,16
507,507,17
508,508,0
509,509,14
510,510,14
511,511,16
512,512,15
513,513,16
514,514,16
515,515,19
516,516,19
517,517,19
518,518,15
519,519,16
520,520,14
521,521,16
522,522,14
523,523,15
524,524,17
525,525,19
526,526,14
527,527,0
528,528,14
529,529,17
530,530,17
531,531,0
532,532,17
533,533,19
534,534,16
535,535,0
536,536,18
537,537,15
538,538,19
539,539,58
540,540,16
541,541,16
542,542,19
543,543,15
544,544,15
545,545,14
546,546,16
547,547,14
548,548,15
549,549,19
550,550,15
551,551,15
552,552,15
553,553,16
554,554,0
555,555,16
556,556,0
557,557,14
558,558,16
559,559,58
560,560,14
561,561,16
562,562,15
563,563,16
564,564,15
565,565,14
566,566,17
567,567,0
568,568,0
569,569,0
570,570,18
571,571,16
572,572,0
573,573,15
574,574,16
575,575,58
576,576,14
577,577,14
578,578,15
579,579,16
580,580,0
581,581,15
582,582,14
583,583,15
584,584,0
585,585,17
586,586,18
587,587,0
588,588,15
589,589,0
590,590,15
591,591,16
592,592,16
593,593,14
594,594,14
595,595,16
596,596,17
597,597,15
598,598,18
599,599,15
600,600,0
601,601,0
602,602,16
603,603,14
604,604,15
605,605,19
606,606,15
607,607,18
608,608,15
609,609,16
610,610,14
611,611,16
612,612,15
613,613,15
614,614,16
615,615,16
616,616,16
617,617,0
618,618,0
619,619,16
620,620,15
621,621,15
622,622,15
623,623,15
624,624,0
625,625,15
626,626,16
627,627,16
628,628,16
629,629,14
630,630,16
631,631,14
632,632,15
633,633,16
634,634,16
635,635,16
636,636,15
637,637,15
638,638,18
639,639,58
640,640,0
641,641,16
642,642,16
643,643,17
644,644,14
645,645,15
646,646,16
647,647,19
648,648,0
649,649,18
650,650,15
651,651,15
652,652,0
653,653,16
654,654,15
655,655,15
656,656,15
657,657,16
658,658,0
659,659,19
660,660,0
661,661,16
662,662,15
663,663,18
664,664,15
665,665,16
666,666,15
667,667,17
668,668,15
669,669,14
670,670,16
671,671,16
672,672,58
673,673,18
674,674,16
675,675,15
676,676,15
677,677,15
678,678,15
679,679,58
680,680,16
681,681,17
682,682,58
683,683,16
684,684,15
685,685,15
686,686,16
687,687,15
688,688,17
689,689,16
690,690,18
691,691,16
692,692,15
693,693,16
694,694,16
695,695,16
696,696,19
697,697,19
698,698,15
699,699,0
700,700,17
701,701,16
702,702,0
703,703,15
704,704,0
705,705,16
706,706,19
707,707,14
708,708,16
709,709,16
710,710,15
711,711,14
712,712,14
713,713,15
714,714,0
715,715,16
716,716,58
717,717,15
718,718,16
719,719,16
720,720,16
721,721,18
722,722,16
723,723,15
724,724,15
725,725,15
726,726,15
727,727,15
728,728,16
729,729,17
730,730,15
731,731,0
732,732,15
733,733,16
734,734,15
735,735,15
736,736,16
737,737,0
738,738,16
739,739,16
740,740,16
741,741,15
742,742,17
743,743,16
744,744,15
745,745,14
746,746,18
747,747,16
748,748,15
749,749,16
750,750,17
751,751,16
752,752,14
753,753,16
754,754,16
755,755,15
756,756,14
757,757,58
758,758,0
759,759,15
760,760,15
761,761,17
762,762,0
763,763,58
764,764,16
765,765,15
766,766,15
767,767,14
768,768,17
769,769,0
770,770,16
771,771,16
772,772,16
773,773,14
774,774,16
775,775,15
776,776,16
777,777,15
778,778,16
779,779,14
780,780,16
781,781,15
782,782,15
783,783,15
784,784,19
785,785,14
786,786,15
787,787,15
788,788,17
789,789,15
790,790,17
791,791,0
792,792,16
793,793,16
794,794,18
795,795,19
796,796,15
797,797,14
798,798,17
799,799,16
800,800,16
801,801,19
802,802,15
803,803,15
804,804,16
805,805,0
806,806,0
807,807,14
808,808,17
809,809,16
810,810,0
811,811,16
812,812,0
813,813,15
814,814,18
815,815,15
816,816,15
817,817,15
818,818,15
819,819,15
820,820,15
821,821,16
822,822,15
823,823,17
824,824,16
825,825,0
826,826,16
827,827,58
828,828,16
829,829,15
830,830,15
831,831,15
832,832,15
833,833,0
834,834,16
835,835,16
836,836,15
837,837,15
838,838,16
839,839,16
840,840,16
841,841,16
842,842,0
843,843,58
844,844,19
845,845,15
846,846,16
847,847,16
848,848,16
849,849,0
850,850,15
851,851,0
852,852,16
853,853,16
854,854,15
855,855,15
856,856,15
857,857,16
858,858,16
859,859,16
860,860,15
861,861,15
862,862,15
863,863,16
864,864,16
865,865,19
866,866,19
867,867,16
868,868,14
869,869,16
870,870,18
871,871,16
872,872,0
873,873,16
874,874,15
875,875,16
876,876,16
877,877,15
878,878,15
879,879,17
880,880,15
881,881,16
882,882,0
883,883,16
884,884,15
885,885,19
886,886,16
887,887,18
888,888,14
889,889,16
890,890,15
891,891,16
892,892,0
893,893,16
894,894,16
895,895,16
896,896,0
897,897,0
898,898,0
899,899,16
900,900,16
901,901,16
902,902,14
903,903,15
904,904,18
905,905,15
906,906,16
907,907,16
908,908,15
909,909,15
910,910,16
911,911,14
912,912,15
913,913,16
914,914,16
915,915,58
916,916,0
917,917,15
918,918,17
919,919,0
920,920,16
921,921,15
922,922,14
923,923,58
924,924,16
925,925,15
926,926,15
927,927,0
928,928,0
929,929,15
930,930,16
931,931,16
932,932,18
933,933,14
934,934,16
935,935,18
936,936,18
937,937,18
938,938,16
939,939,16
940,940,15
941,941,18
942,942,15
943,943,16
944,944,15
945,945,15
946,946,15
947,947,17
948,948,15
949,949,15
950,950,0
951,951,18
952,952,16
953,953,16
954,954,15
955,955,18
956,956,16
957,957,16
958,958,15
959,959,0
960,960,14
961,961,16
962,962,16
963,963,16
964,964,0
965,965,0
966,966,18
967,967,16
968,968,16
969,969,15
970,970,16
971,971,15
972,972,14
973,973,0
974,974,16
975,975,18
976,976,17
977,977,14
978,978,16
979,979,0
980,980,0
981,981,16
982,982,15
983,983,15
984,984,17
985,985,16
986,986,16
987,987,16
988,988,58
989,989,14
990,990,18
991,991,16
992,992,15
993,993,14
994,994,16
995,995,15
996,996,14
997,997,17
998,998,15
999,999,16
1000,1000,19
1001,1001,16
1002,1002,0
1003,1003,15
1004,1004,16
1005,1005,16
1006,1006,16
1007,1007,18
1008,1008,0
1009,1009,15
1010,1010,16
1011,1011,16
1012,1012,16
1013,1013,16
1014,1014,58
1015,1015,15
1016,1016,16
1017,1017,19
1018,1018,16
1019,1019,18
1020,1020,15
1021,1021,16
1022,1022,15
1023,1023,18
1024,1024,0
1025,1025,16
1026,1026,14
1027,1027,16
1028,1028,16
1029,1029,16
1030,1030,16
1031,1031,15
1032,1032,15
1033,1033,58
1034,1034,16
1035,1035,19
1036,1036,16
1037,1037,0
1038,1038,16
1039,1039,16
1040,1040,16
1041,1041,18
1042,1042,15
1043,1043,17
1044,1044,15
1045,1045,0
1046,1046,15
1047,1047,0
1048,1048,15
1049,1049,14
1050,1050,15
1051,1051,16
1052,1052,15
1053,1053,58
1054,1054,18
1055,1055,16
1056,1056,18
1057,1057,14
1058,1058,16
1059,1059,15
1060,1060,15
1061,1061,16
1062,1062,16
1063,1063,0
1064,1064,15
1065,1065,14
1066,1066,14
1067,1067,15
1068,1068,16
1069,1069,18
1070,1070,16
1071,1071,16
1072,1072,16
1073,1073,14
1074,1074,15
1075,1075,15
1076,1076,14
1077,1077,15
1078,1078,0
1079,1079,16
1080,1080,16
1081,1081,16
1082,1082,15
1083,1083,16
1084,1084,16
1085,1085,19
1086,1086,15
1087,1087,17
1088,1088,16
1089,1089,0
1090,1090,14
1091,1091,0
1092,1092,15
1093,1093,15
1094,1094,16
1095,1095,0
1096,1096,0
1097,1097,16
1098,1098,17
1099,1099,16
1100,1100,58
1101,1101,16
1102,1102,15
1103,1103,0
1104,1104,14
1105,1105,15
1106,1106,16
1107,1107,16
1108,1108,16
1109,1109,16
1110,1110,15
1111,1111,16
1112,1112,14
1113,1113,16
1114,1114,18
1115,1115,17
1116,1116,0
1117,1117,0
1118,1118,14
1119,1119,14
1120,1120,18
1121,1121,0
1122,1122,17
1123,1123,15
1124,1124,18
1125,1125,0
1126,1126,19
1127,1127,0
1128,1128,0
1129,1129,17
1130,1130,0
1131,1131,0
1132,1132,17
1133,1133,15
1134,1134,15
1135,1135,18
1136,1136,17
1137,1137,14
1138,1138,0
1139,1139,0
1140,1140,14
1141,1141,0
1142,1142,0
1143,1143,15
1144,1144,0
1145,1145,0
1146,1146,15
1147,1147,16
1148,1148,18
1149,1149,16
1150,1150,14
1151,1151,17
1152,1152,15
1153,1153,18
1154,1154,16
1155,1155,19
1156,1156,0
1157,1157,14
1158,1158,58
1159,1159,15
1160,1160,15
1161,1161,15
1162,1162,14
1163,1163,16
1164,1164,18
1165,1165,17
1166,1166,18
1167,1167,15
1168,1168,0
1169,1169,15
1170,1170,14
1171,1171,0
1172,1172,0
1173,1173,14
1174,1174,17
1175,1175,15
1176,1176,0
1177,1177,15
1178,1178,15
1179,1179,16
1180,1180,0
1181,1181,0
1182,1182,0
1183,1183,0
1184,1184,17
1185,1185,17
1186,1186,15
1187,1187,15
1188,1188,0
1189,1189,0
1190,1190,17
1191,1191,0
1192,1192,18
1193,1193,14
1194,1194,17
1195,1195,14
1196,1196,16
1197,1197,14
1198,1198,16
1199,1199,17
1200,1200,0
1201,1201,0
1202,1202,0
1203,1203,16
1204,1204,16
1205,1205,58
1206,1206,15
1207,1207,14
1208,1208,0
1209,1209,0
1210,1210,0
1211,1211,19
1212,1212,16
1213,1213,0
1214,1214,19
1215,1215,14
1216,1216,19
1217,1217,0
1218,1218,0
1219,1219,15
1220,1220,16
1221,1221,16
1222,1222,14
1223,1223,14
1224,1224,0
1225,1225,0
1226,1226,0
1227,1227,0
1228,1228,0
1229,1229,19
1230,1230,0
